ลำดับที่,มิติงบประมาณ,ประเภทงบประมาณ,หน่วยงานรับผิดชอบ,โครงการ,วงเงิน(ล้านบาท),ตำบล,อำเภอ,แผนแม่บทฯ,ปี,วงเงิน_ล้านบาท,รหัสแผนแม่บท,ชื่อแผนแม่บท,ชื่อย่อด้าน,ปีงบประมาณ,ช่วงปีงบประมาณ
519,Function,Function,กรมชลประทาน,ค่าซ่อมเครื่องตรวจวัดปริมาณการไหลและหน้าตัดการไหลในลำน้ำ ศูนย์อุทกวิทยาชลประทานภาคเหนือตอนบน พ.ศ.2566,0.135,วัดเกต,เมืองเชียงใหม่,2.0,2566.0,0.135,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
520,Function,Function,กรมชลประทาน,ค่าซ่อมแซมสถานีอุทกวิทยา ศูนย์อุทกวิทยาชลประทานภาคเหนือตอนบน พ.ศ.2566,0.845,วัดเกต,เมืองเชียงใหม่,2.0,2566.0,0.845,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
521,Function,Function,กรมชลประทาน,ค่าซ่อมแซมสถานีโทรมาตรขนาดเล็ก ศูนย์อุทกวิทยาชลประทานภาคเหนือตอนบน พ.ศ.2566,0.296,วัดเกต,เมืองเชียงใหม่,2.0,2566.0,0.296,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
522,Function,Function,กรมชลประทาน,บำรุงรักษาหัวงานสถานีทดลองการใช้น้ำชลประทานที่ 1 (แม่แตง) ตำบลสันมหาพน อำเภอแม่แตง จังหวัดเชียงใหม่  พ.ศ.2566,0.174,สันมหาพน,แม่แตง,2.0,2566.0,0.174,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
523,Function,Function,กรมชลประทาน,จัดหาและติดตั้งอุปกรณ์ตรวจวัดพฤติกรรมพลศาสตร์เขื่อนพร้อมระบบรับส่งข้อมูลอัตโนมัติเขื่อนเขื่อนฝั่งขวาของเขื่อนแม่กวงอุดมธารา จ.เชียงใหม่,20.0,ลวงเหนือ,ดอยสะเก็ด,2.0,2566.0,20.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
524,Function,Function,กรมชลประทาน,ปรับปรุงฝายเหมืองปง พร้อมอาคารประกอบ สนับสนุนแก้ไขปัญหาอุทกภัยลุ่มน้ำแม่สาว จ.เชียงใหม่,24.8,เวียง,ฝาง,2.0,2566.0,24.8,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
525,Function,Function,กรมชลประทาน,ปรับปรุงคลองส่งน้ำ 21L-RMC พร้อมอาคารประกอบ (ระยะที่ 3) เพื่อบรรเทาอุทกภัยจังหวัดเชียงใหม่ ฝั่งตะวันตก โครงการส่งน้ำและบำรุงรักษาแม่แตง,50.0,หางดง,หางดง,2.0,2566.0,50.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
526,Function,Function,กรมชลประทาน,ปรับปรุงระบบส่งน้ำ 1L-LMC (เหมืองท่าต้นงิ้ว) ฝายชลขันธ์พินิต (ขนาดกลาง) ความยาว 0.750 กิโลเมตร โครงการชลประทานลำพูน,6.2,ดอยหล่อ,ดอยหล่อ,2.0,2566.0,6.2,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
527,Function,Function,กรมชลประทาน,ปรับปรุงระบบส่งน้ำ 3R - LMC (เหมืองพญาคำ) ระยะ 6 ฝายชลขันธ์พินิต (ขนาดกลาง) ความยาว 0.848 กิโลเมตร โครงการชลประทานลำพูน,12.0,ท่ากว้าง,สารภี,2.0,2566.0,12.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
528,Function,Function,กรมชลประทาน,ปรับปรุงระบบส่งน้ำ 1R-1R-LMC (เหมืองทุ่งกู่) ฝายชลขันธ์พินิต (ขนาดกลาง) สนับสนุนเกษตรแปลงใหญ่ ความยาว 1.000 กิโลเมตร โครงการชลประทานลำพูน,7.0,ขัวมุง,สารภี,2.0,2566.0,7.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
529,Function,Function,กรมชลประทาน,ปรับปรุงคลองส่งน้ำสายซอย 2L เกาะมะตัน (เหมืองแม่ลาย) ความยาว 5.000 กม. พร้อมอาคารประกอบ (ระยะที่ 1) โครงการส่งน้ำและบำรุงรักษาแม่กวงอุดมธารา,9.5,เชิงดอย,ดอยสะเก็ด,2.0,2566.0,9.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2566,ระยะต้น (2565-2567)
